window_id,interim_path,start_sample,end_sample,label,label_name,dataset,source_clip_id,rms,split
180,data/interim/drone/saraalemadi/Membo_0_036-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_0_036-membo,,train
181,data/interim/drone/saraalemadi/Membo_0_036-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_0_036-membo,,train
182,data/interim/drone/saraalemadi/Membo_0_036-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_0_036-membo,,train
183,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
184,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
185,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
186,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
187,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
188,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
189,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
190,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
191,data/interim/drone/saraalemadi/Membo_1_001-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_1_001-membo,,train
192,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
193,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
194,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
195,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
196,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
197,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
198,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
199,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
200,data/interim/drone/saraalemadi/Membo_1_041-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_1_041-membo,,train
201,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
202,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
203,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
204,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
205,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
206,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
207,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
208,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
209,data/interim/drone/saraalemadi/Membo_1_042-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_1_042-membo,,train
210,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
211,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
212,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
213,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
214,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
215,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
216,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
217,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
218,data/interim/drone/saraalemadi/Membo_1_044-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_1_044-membo,,train
219,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
220,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
221,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
222,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
223,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
224,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
225,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
226,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
227,data/interim/drone/saraalemadi/Membo_1_046-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_1_046-membo,,val
228,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
229,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
230,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
231,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
232,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
233,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
234,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
235,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
236,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
237,data/interim/drone/saraalemadi/Membo_1_048-membo.wav,72000,81920,1,drone,saraalemadi,drone/saraalemadi/Membo_1_048-membo,,train
238,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
239,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
240,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
241,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
242,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
243,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
244,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
245,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
246,data/interim/drone/saraalemadi/Membo_2_010-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_2_010-membo,,train
247,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
248,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
249,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
250,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
251,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
252,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
253,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
254,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
255,data/interim/drone/saraalemadi/Membo_2_011-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_2_011-membo,,train
256,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
257,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
258,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
259,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
260,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
261,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
262,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
263,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
264,data/interim/drone/saraalemadi/Membo_2_017-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_2_017-membo,,train
265,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
266,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
267,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
268,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
269,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
270,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
271,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
272,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
273,data/interim/drone/saraalemadi/Membo_2_019-membo.wav,64000,79872,1,drone,saraalemadi,drone/saraalemadi/Membo_2_019-membo,,train
274,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
275,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
276,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
277,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
278,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
279,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
280,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
281,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
282,data/interim/drone/saraalemadi/Membo_2_028-membo.wav,64000,75935,1,drone,saraalemadi,drone/saraalemadi/Membo_2_028-membo,,train
283,data/interim/drone/saraalemadi/mixed_1-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
284,data/interim/drone/saraalemadi/mixed_1-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
285,data/interim/drone/saraalemadi/mixed_1-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
286,data/interim/drone/saraalemadi/mixed_1-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
287,data/interim/drone/saraalemadi/mixed_1-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
288,data/interim/drone/saraalemadi/mixed_1-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
289,data/interim/drone/saraalemadi/mixed_1-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
290,data/interim/drone/saraalemadi/mixed_1-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
291,data/interim/drone/saraalemadi/mixed_1-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
292,data/interim/drone/saraalemadi/mixed_1-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_1-bebop,,train
293,data/interim/drone/saraalemadi/mixed_13-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
294,data/interim/drone/saraalemadi/mixed_13-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
295,data/interim/drone/saraalemadi/mixed_13-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
296,data/interim/drone/saraalemadi/mixed_13-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
297,data/interim/drone/saraalemadi/mixed_13-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
298,data/interim/drone/saraalemadi/mixed_13-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
299,data/interim/drone/saraalemadi/mixed_13-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
300,data/interim/drone/saraalemadi/mixed_13-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
301,data/interim/drone/saraalemadi/mixed_13-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
302,data/interim/drone/saraalemadi/mixed_13-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_13-bebop,,train
303,data/interim/drone/saraalemadi/mixed_14-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
304,data/interim/drone/saraalemadi/mixed_14-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
305,data/interim/drone/saraalemadi/mixed_14-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
306,data/interim/drone/saraalemadi/mixed_14-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
307,data/interim/drone/saraalemadi/mixed_14-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
308,data/interim/drone/saraalemadi/mixed_14-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
309,data/interim/drone/saraalemadi/mixed_14-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
310,data/interim/drone/saraalemadi/mixed_14-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
311,data/interim/drone/saraalemadi/mixed_14-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
312,data/interim/drone/saraalemadi/mixed_14-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_14-bebop,,test
313,data/interim/drone/saraalemadi/mixed_19-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
314,data/interim/drone/saraalemadi/mixed_19-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
315,data/interim/drone/saraalemadi/mixed_19-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
316,data/interim/drone/saraalemadi/mixed_19-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
317,data/interim/drone/saraalemadi/mixed_19-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
318,data/interim/drone/saraalemadi/mixed_19-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
319,data/interim/drone/saraalemadi/mixed_19-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
320,data/interim/drone/saraalemadi/mixed_19-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
321,data/interim/drone/saraalemadi/mixed_19-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
322,data/interim/drone/saraalemadi/mixed_19-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_19-bebop,,test
323,data/interim/drone/saraalemadi/mixed_22-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
324,data/interim/drone/saraalemadi/mixed_22-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
325,data/interim/drone/saraalemadi/mixed_22-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
326,data/interim/drone/saraalemadi/mixed_22-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
327,data/interim/drone/saraalemadi/mixed_22-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
328,data/interim/drone/saraalemadi/mixed_22-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
329,data/interim/drone/saraalemadi/mixed_22-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
330,data/interim/drone/saraalemadi/mixed_22-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
331,data/interim/drone/saraalemadi/mixed_22-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
332,data/interim/drone/saraalemadi/mixed_22-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_22-bebop,,val
333,data/interim/drone/saraalemadi/mixed_25-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
334,data/interim/drone/saraalemadi/mixed_25-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
335,data/interim/drone/saraalemadi/mixed_25-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
336,data/interim/drone/saraalemadi/mixed_25-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
337,data/interim/drone/saraalemadi/mixed_25-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
338,data/interim/drone/saraalemadi/mixed_25-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
339,data/interim/drone/saraalemadi/mixed_25-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
340,data/interim/drone/saraalemadi/mixed_25-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
341,data/interim/drone/saraalemadi/mixed_25-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
342,data/interim/drone/saraalemadi/mixed_25-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_25-bebop,,train
343,data/interim/drone/saraalemadi/mixed_29-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
344,data/interim/drone/saraalemadi/mixed_29-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
345,data/interim/drone/saraalemadi/mixed_29-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
346,data/interim/drone/saraalemadi/mixed_29-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
347,data/interim/drone/saraalemadi/mixed_29-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
348,data/interim/drone/saraalemadi/mixed_29-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
349,data/interim/drone/saraalemadi/mixed_29-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
350,data/interim/drone/saraalemadi/mixed_29-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
351,data/interim/drone/saraalemadi/mixed_29-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
352,data/interim/drone/saraalemadi/mixed_29-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_29-bebop,,val
353,data/interim/drone/saraalemadi/mixed_37-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
354,data/interim/drone/saraalemadi/mixed_37-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
355,data/interim/drone/saraalemadi/mixed_37-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
356,data/interim/drone/saraalemadi/mixed_37-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
357,data/interim/drone/saraalemadi/mixed_37-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
358,data/interim/drone/saraalemadi/mixed_37-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
359,data/interim/drone/saraalemadi/mixed_37-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
360,data/interim/drone/saraalemadi/mixed_37-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
361,data/interim/drone/saraalemadi/mixed_37-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
362,data/interim/drone/saraalemadi/mixed_37-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_37-bebop,,train
363,data/interim/drone/saraalemadi/mixed_44-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
364,data/interim/drone/saraalemadi/mixed_44-bebop.wav,8000,24000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
365,data/interim/drone/saraalemadi/mixed_44-bebop.wav,16000,32000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
366,data/interim/drone/saraalemadi/mixed_44-bebop.wav,24000,40000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
367,data/interim/drone/saraalemadi/mixed_44-bebop.wav,32000,48000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
368,data/interim/drone/saraalemadi/mixed_44-bebop.wav,40000,56000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
369,data/interim/drone/saraalemadi/mixed_44-bebop.wav,48000,64000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
370,data/interim/drone/saraalemadi/mixed_44-bebop.wav,56000,72000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
371,data/interim/drone/saraalemadi/mixed_44-bebop.wav,64000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
372,data/interim/drone/saraalemadi/mixed_44-bebop.wav,72000,80000,1,drone,saraalemadi,drone/saraalemadi/mixed_44-bebop,,train
373,data/interim/drone/saraalemadi/mixed_46-bebop.wav,0,16000,1,drone,saraalemadi,drone/saraalemadi/mixed_46-bebop,,train
